deactivated_id,name,correction_reason
5672,Hotel Stay Pokhara,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Stay Pokhara"" (id 3040) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5671,Hotel Aashika,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Aashika"" (id 3039) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5670,Hotel Mantra Inn,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Mantra Inn"" (id 3038) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5669,Hotel Swiss Home,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Swiss Home"" (id 3037) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5668,hotel beizing,"Consolidation round 2026-09-21: duplicates Hotel record ""hotel beizing"" (id 3036) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5667,Hotel Utsab Himalaya,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Utsab Himalaya"" (id 3035) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5666,Hotel Marcopolo,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Marcopolo"" (id 3034) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5665,Hotel Yeti,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Yeti"" (id 3033) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5664,Hotel Dragon,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Dragon"" (id 3032) ~2 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5661,Ripisha Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Ripisha Guest House"" (id 3030) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5660,Geo Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Geo Guest House"" (id 3029) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5659,Hotel Rise Inn,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Rise Inn"" (id 3028) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5658,New Hotel Castle,"Consolidation round 2026-09-21: duplicates Hotel record ""New Hotel Castle"" (id 3027) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5657,Baba Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Baba Lodge"" (id 3026) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5656,Ming Tang Garden Cottage,"Consolidation round 2026-09-21: duplicates Hotel record ""Ming Tang Garden Cottage"" (id 3025) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5655,Hotel The Lake,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel The Lake"" (id 3024) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5651,Sakura Guest House and Restaurant,"Consolidation round 2026-09-21: duplicates Hotel record ""Sakura Guest House and Restaurant"" (id 3020) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5650,Hotel The City Corner,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel The City Corner"" (id 3019) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5649,Apsara Hotel & Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Apsara Hotel & Lodge"" (id 3018) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5648,Berlin Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Berlin Guest House"" (id 3017) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5643,Kangaroo Lodge,"Consolidation round 2026-09-21: duplicates Hotel record ""Kangaroo Lodge"" (id 3012) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5640,Hotel The Cock,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel The Cock"" (id 3009) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5639,Hotel Liberty,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Liberty"" (id 3008) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5638,Temple Himalaya Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Temple Himalaya Hotel"" (id 3007) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5637,Hotel ABC,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel ABC"" (id 3006) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5635,WRC Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""WRC Guest House"" (id 3005) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5634,Laxmi Group Guest house,"Consolidation round 2026-09-21: duplicates Hotel record ""Laxmi Group Guest house"" (id 3004) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5631,Foksing Hill Resort,"Consolidation round 2026-09-21: duplicates Hotel record ""Foksing Hill Resort"" (id 3001) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5628,Hotel Mountain View,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Mountain View"" (id 2999) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5627,Thapa hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Thapa hotel"" (id 2998) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5625,Hotel Waterside,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Waterside"" (id 2996) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5617,Hotel Goodwill,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Goodwill"" (id 2989) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5616,Neeru's Guesthouse,"Consolidation round 2026-09-21: duplicates Hotel record ""Neeru's Guesthouse"" (id 4247) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5613,Sai Nath Boys Hostel,"Consolidation round 2026-09-21: duplicate of destination ""Sai Nath Boys Hostel"" (id 2084) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5612,Hotel P-Raj,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel P-Raj"" (id 2988) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5611,Hotel Raniban Arcade,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Raniban Arcade"" (id 2987) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5609,Paradise Boutique Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Paradise Boutique Hotel"" (id 2985) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5607,Pokhara Grande Hotel,"Consolidation round 2026-09-21: duplicates Hotel record ""Pokhara Grande Hotel"" (id 2983) ~8 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5605,Kalika Guest House,"Consolidation round 2026-09-21: duplicates Hotel record ""Kalika Guest House"" (id 2982) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5604,hotel adhmirekhara,"Consolidation round 2026-09-21: duplicates Hotel record ""hotel adhmirekhara"" (id 2981) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5602,Pokhara Eco Resort,"Consolidation round 2026-09-21: duplicates Hotel record ""Pokhara Eco Resort"" (id 2979) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5601,hotel white castel,"Consolidation round 2026-09-21: duplicates Hotel record ""hotel white castel"" (id 2978) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5600,Hotel Snow Leopard,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Snow Leopard"" (id 2977) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5599,Hotel Sheraphic,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Sheraphic"" (id 2976) ~1 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5598,Hotel Rosemarry,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Rosemarry"" (id 2975) ~22 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5597,Hotel Rosemarry,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Rosemarry"" (id 2975) ~2 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5596,Hotel Ranks Appartment,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Ranks Appartment"" (id 2974) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5595,Hotel Point,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Point"" (id 2973) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5594,Hotel Panaroma,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Panaroma"" (id 2972) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5593,Hotel Maintain Dream,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Maintain Dream"" (id 2971) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
5592,Hotel Great Pokhara,"Consolidation round 2026-09-21: duplicates Hotel record ""Hotel Great Pokhara"" (id 2970) ~0 m away.  Lodging records are managed in the Hotel table; this duplicate destination row was deactivated (data kept for audit)."
