Hotel Name,Destination,Address,Latitude,Longitude,Phone,Rating,Price Per Night,Currency,Booking Status,Booking URL
The Lakeside Retreat,Pokhara,Lakeside Pokhara Nepal,28.2117,83.9573,+977-61-466500,4.3,85,USD,Available,https://www.lakesideretreatpokhara.com
Hotel White Pearl,Pokhara,Lakeside Pokhara Nepal,28.2122,83.9588,+977-61-590600,4.5,90,USD,Available,https://www.hotelwhitepearlpokhara.com
Hotel Crystal Palace Boutique,Pokhara,Lakeside Pokhara Nepal,28.2118,83.9575,+977-61-465456,4.2,70,USD,Available,https://www.crystalpalacepokhara.com
Hotel Orchid Residency,Pokhara,Lakeside Pokhara Nepal,28.2106,83.9590,+977-61-464800,4.1,65,USD,Available,https://www.orchidresidencypokhara.com
Hotel Lake Star,Pokhara,Lakeside Pokhara Nepal,28.2110,83.9582,+977-61-463900,4.3,75,USD,Available,https://www.lakestarpokhara.com
Hotel Adam View,Pokhara,Lakeside Pokhara Nepal,28.2120,83.9580,+977-61-465422,4.2,70,USD,Available,https://www.hoteladampokhara.com
Hotel Landmark Pokhara Lakeside,Pokhara,Lakeside Pokhara Nepal,28.2115,83.9590,+977-61-463720,4.2,80,USD,Available,https://www.hotellandmarkpokhara.com
Hotel City Park,Pokhara,Lakeside Pokhara Nepal,28.2109,83.9577,+977-61-465600,4.0,55,USD,Available,https://www.cityparkpokhara.com
Hotel View Point Pokhara,Pokhara,Lakeside Pokhara Nepal,28.2125,83.9595,+977-61-466000,4.1,60,USD,Available,https://www.viewpointpokhara.com
Jungle Wildlife Camp Resort,Chitwan,Sauraha Chitwan Nepal,27.5814,84.4960,+977-56-580333,4.3,90,USD,Available,https://www.junglewildlifecamp.com
Chitwan Forest Resort,Chitwan,Sauraha Nepal,27.5806,84.4939,+977-56-580444,4.2,80,USD,Available,https://www.chitwanforestresort.com
River Park International Resort,Chitwan,Sauraha Nepal,27.5820,84.4958,+977-56-580555,4.3,85,USD,Available,https://www.riverparkresort.com
Sauraha Sunset Resort,Chitwan,Sauraha Nepal,27.5802,84.4942,+977-56-580666,4.1,70,USD,Available,https://www.saurahasunset.com
Chitwan Riverside Lodge,Chitwan,Sauraha Nepal,27.5798,84.4920,+977-56-580777,4.2,75,USD,Available,https://www.chitwanriversidelodge.com
Lumbini Garden Lodge,Lumbini,Lumbini Nepal,27.4698,83.2768,+977-71-580800,4.1,60,USD,Available,https://www.lumbinigardenlodge.com
Lumbini Guest House,Lumbini,Lumbini Nepal,27.4705,83.2755,+977-71-580900,4.0,45,USD,Available,https://www.lumbiniguesthouse.com
Sacred Garden Resort,Lumbini,Lumbini Nepal,27.4700,83.2740,+977-71-581000,4.3,85,USD,Available,https://www.sacredgardenresort.com
Peaceful Lumbini Hotel,Lumbini,Lumbini Nepal,27.4692,83.2762,+977-71-581100,4.2,55,USD,Available,https://www.peacefullumbini.com
Buddha Heritage Resort,Lumbini,Lumbini Nepal,27.4688,83.2772,+977-71-581200,4.4,90,USD,Available,https://www.buddhaheritage.com
Nagarkot Hill View Resort,Nagarkot,Nagarkot Nepal,27.7165,85.5205,+977-1-6680500,4.2,80,USD,Available,https://www.nagarkothillview.com
Sunrise Cottage Nagarkot,Nagarkot,Nagarkot Nepal,27.7175,85.5215,+977-1-6680600,4.1,65,USD,Available,https://www.sunrisecottage.com
Nagarkot Bed & Breakfast,Nagarkot,Nagarkot Nepal,27.7182,85.5225,+977-1-6680700,4.0,55,USD,Available,https://www.nagarkotbnb.com
Himalayan Nature Resort,Nagarkot,Nagarkot Nepal,27.7168,85.5188,+977-1-6680800,4.3,90,USD,Available,https://www.himalayannatureresort.com
Mountain View Hotel Nagarkot,Nagarkot,Nagarkot Nepal,27.7178,85.5195,+977-1-6680900,4.2,75,USD,Available,https://www.mountainviewnagarkot.com
Dhulikhel Boutique Hotel,Dhulikhel,Dhulikhel Nepal,27.6235,85.5420,+977-11-490200,4.3,85,USD,Available,https://www.dhulikhelboutique.com
Himalayan Horizon Resort,Dhulikhel,Dhulikhel Nepal,27.6225,85.5435,+977-11-490500,4.4,100,USD,Available,https://www.himalayanhorizon.com
Dhulikhel Village Resort,Dhulikhel,Dhulikhel Nepal,27.6245,85.5415,+977-11-490600,4.2,70,USD,Available,https://www.dhulikhelvillage.com
Panauti Peace Resort,Panauti,Panauti Nepal,27.5830,85.5125,+977-11-440700,4.1,65,USD,Available,https://www.panautipeaceresort.com
Namo Buddha View Resort,Dhulikhel,Namo Buddha Nepal,27.5685,85.6205,+977-11-401300,4.5,130,USD,Available,https://www.namobuddhaview.com
otel Mystic Mountain Resort,Nagarkot,Nagarkot Bhaktapur Nepal,27.7150,85.5300,+977-1-4425000,4.6,150,USD,Available,https://www.mysticmountain.com.np
Nagarkot View Tower Hotel,Nagarkot,Nagarkot Nepal,27.7169,85.5208,+977-1-6681000,4.2,70,USD,Available,https://www.nagarkotviewtower.com
Himalayan Villa Resort,Nagarkot,Nagarkot Nepal,27.7180,85.5240,+977-1-6681100,4.3,95,USD,Available,https://www.himalayanvilla.com
Everest Manla Resort,Nagarkot,Nagarkot Nepal,27.7200,85.5250,+977-1-6680200,4.2,90,USD,Available,https://www.everestmanla.com
Hotel At The End Of The Universe,Nagarkot,Nagarkot Nepal,27.7175,85.5235,+977-1-6680101,4.4,90,USD,Available,https://www.attheendoftheuniverse.com
Club Himalaya Resort,Nagarkot,Nagarkot Nepal,27.7170,85.5205,+977-1-4423900,4.4,120,USD,Available,https://www.clubhimalaya.com
Hotel View Boudha,Kathmandu,Boudha Kathmandu Nepal,27.7210,85.3610,+977-1-4480000,4.1,70,USD,Available,https://www.hotelviewboudha.com
Boudha Stupa View Guest House,Kathmandu,Boudha Kathmandu Nepal,27.7215,85.3620,+977-1-4481111,4.2,60,USD,Available,https://www.boudhastupaguest.com
Pashupati Boutique Hotel,Kathmandu,Gaushala Kathmandu Nepal,27.7070,85.3480,+977-1-4490000,4.0,55,USD,Available,https://www.pashupatiboutique.com
Airport View Hotel,Kathmandu,Sinamangal Kathmandu Nepal,27.6960,85.3535,+977-1-4475000,4.1,65,USD,Available,https://www.airportviewhotel.com
Heritage Home Hotel,Lalitpur,Patan Lalitpur Nepal,27.6725,85.3255,+977-1-5535000,4.4,80,USD,Available,https://www.heritagehomehotel.com
Shakya House Heritage,Lalitpur,Patan Nepal,27.6720,85.3250,+977-1-5539852,4.5,90,USD,Available,https://www.shakyahouse.com
Patan Museum Guest House,Lalitpur,Patan Durbar Square Nepal,27.6730,85.3258,+977-1-5520000,4.2,60,USD,Available,https://www.patanguesthouse.com
Temple House Inn,Lalitpur,Patan Nepal,27.6740,85.3260,+977-1-5540000,4.3,75,USD,Available,https://www.templehouseinn.com
Hotel Kutumba,Lalitpur,Jhamsikhel Lalitpur Nepal,27.6800,85.3150,+977-1-5522222,4.4,85,USD,Available,https://www.hotelkutumba.com
Vivanta Kathmandu Heritage,Lalitpur,Jhamsikhel Nepal,27.6810,85.3140,+977-1-5970033,4.5,140,USD,Available,https://www.tajhotels.com
Hotel Himalaya View,Lalitpur,Lalitpur Nepal,27.6780,85.3160,+977-1-5524444,4.2,70,USD,Available,https://www.himalayaviewhotel.com
Summit Hotel,Lalitpur,Kupandole Lalitpur Nepal,27.6840,85.3165,+977-1-5521818,4.3,110,USD,Available,https://www.summithotel.com.np
Godavari Village Resort,Lalitpur,Godavari Nepal,27.5900,85.3900,+977-1-5560675,4.2,95,USD,Available,https://www.godavarivillage.com
Hattiban Resort,Lalitpur,Champadevi Lalitpur Nepal,27.6200,85.2800,+977-1-5201000,4.4,120,USD,Available,https://www.hattibanresort.com
Hotel Peace Palace,Bandipur,Bandipur Nepal,27.9365,84.4065,+977-65-560400,4.3,85,USD,Available,https://www.peacepalacebandipur.com
Bandipur Heritage Inn,Bandipur,Bandipur Nepal,27.9370,84.4068,+977-65-560500,4.4,95,USD,Available,https://www.bandipurheritageinn.com
The Old Inn Bandipur,Bandipur,Bandipur Nepal,27.9370,84.4065,+977-65-560500,4.5,120,USD,Available,https://www.theoldinnbandipur.com
Bandipur Samira Resort,Bandipur,Bandipur Nepal,27.9380,84.4075,+977-65-560700,4.1,70,USD,Available,https://www.bandipursamira.com
Bandipur Mountain View,Bandipur,Bandipur Nepal,27.9390,84.4080,+977-65-560800,4.2,80,USD,Available,https://www.bandipurmountainview.com
Hotel Heritage Inn,Bhaktapur,Bhaktapur Durbar Square Nepal,27.6710,85.4298,+977-1-6611000,4.4,85,USD,Available,https://www.heritageinnbhaktapur.com
Peacock Guest House,Bhaktapur,Bhaktapur Nepal,27.6715,85.4295,+977-1-6610300,4.5,75,USD,Available,https://www.peacockguesthouse.com
Kumari Guest House,Bhaktapur,Bhaktapur Nepal,27.6720,85.4300,+977-1-6610000,4.2,55,USD,Available,https://www.kumariguesthouse.com
Hotel Bhadgaon,Bhaktapur,Bhaktapur Nepal,27.6725,85.4290,+977-1-6615000,4.3,100,USD,Available,https://www.hotelbhadgaon.com
Cosy Hotel,Bhaktapur,Bhaktapur Nepal,27.6718,85.4305,+977-1-6612000,4.1,60,USD,Available,https://www.cosyhotel.com
Tiger Tops Tharu Lodge,Chitwan,Chitwan National Park Nepal,27.5500,84.3000,+977-56-580100,4.7,220,USD,Available,https://www.tigertops.com
Island Jungle Resort,Chitwan,Chitwan Nepal,27.5800,84.4900,+977-56-580200,4.5,140,USD,Available,https://www.islandjungleresort.com
Chitwan Adventure Resort,Chitwan,Sauraha Nepal,27.5820,84.4950,+977-56-580300,4.2,80,USD,Available,https://www.chitwanadventure.com
Safari Adventure Lodge,Chitwan,Sauraha Nepal,27.5810,84.4940,+977-56-580400,4.3,90,USD,Available,https://www.safariadventurelodge.com
Royal Park Hotel Chitwan,Chitwan,Sauraha Nepal,27.5825,84.4965,+977-56-580500,4.2,85,USD,Available,https://www.royalparkchitwan.com
Green Park Resort Chitwan,Chitwan,Sauraha Chitwan Nepal,27.5805,84.4935,+977-56-580555,4.6,110,USD,Available,https://www.greenparkchitwan.com
Barahi Jungle Lodge Chitwan,Chitwan,Andrauli Chitwan Nepal,27.6100,84.4500,+977-56-580500,4.7,180,USD,Available,https://www.barahijunglelodge.com
Kasara Jungle Resort,Chitwan,Patihani Chitwan Nepal,27.5660,84.4200,+977-56-590999,4.7,200,USD,Available,https://www.kasararesort.com
Tigerland Safari Resort Chitwan,Chitwan,Chitwan National Park Nepal,27.5820,84.4950,+977-56-580123,4.5,120,USD,Available,https://www.tigerland.com.np
Chitwan Village Resort,Chitwan,Sauraha Chitwan Nepal,27.5822,84.4968,+977-56-580999,4.2,65,USD,Available,https://www.chitwanvillageresort.com
Hotel Parkland Chitwan,Chitwan,Sauraha Nepal,27.5825,84.4965,+977-56-580400,4.4,95,USD,Available,https://www.parklandchitwan.com
Jungle Crown Organic Resort,Chitwan,Sauraha Nepal,27.5800,84.4940,+977-56-580700,4.5,100,USD,Available,https://www.junglecrown.com
Wildlife Camp Resort,Chitwan,Sauraha Nepal,27.5817,84.4964,+977-56-580333,4.3,90,USD,Available,https://www.wildlifeadventure.com
River Bank Jungle Resort,Chitwan,Sauraha Nepal,27.5795,84.4925,+977-56-580755,4.2,80,USD,Available,https://www.riverbankjungle.com
Jungle Safari Resort Chitwan,Chitwan,Sauraha Nepal,27.5810,84.4950,+977-56-580888,4.1,70,USD,Available,https://www.junglesafariresort.com
Hotel Buddha Maya Garden,Lumbini,Lumbini Nepal,27.4700,83.2750,+977-71-580111,4.3,90,USD,Available,https://www.buddhamaya.com
Lumbini Hokke Hotel,Lumbini,Lumbini Nepal,27.4690,83.2760,+977-71-580111,4.2,80,USD,Available,https://www.hokkehotel.com
Lumbini Bamboo Resort,Lumbini,Lumbini Nepal,27.4705,83.2735,+977-71-580222,4.0,55,USD,Available,https://www.lumbinibamboo.com
Buddha Garden Resort,Lumbini,Lumbini Nepal,27.4702,83.2765,+977-71-580333,4.4,75,USD,Available,https://www.lumbinibuddhagarden.com
Lumbini Palace Resort,Lumbini,Lumbini Nepal,27.4700,83.2775,+977-71-580700,4.3,95,USD,Available,https://www.lumbinipalace.com
Peaceful Lumbini Hotel,Lumbini,Lumbini Nepal,27.4692,83.2762,+977-71-581100,4.2,55,USD,Available,https://www.peacefullumbini.com
Sacred Garden Resort,Lumbini,Lumbini Nepal,27.4700,83.2740,+977-71-581000,4.3,85,USD,Available,https://www.sacredgardenresort.com
Tiger Palace Resort,Bhairahawa,Rupandehi Nepal,27.5200,83.4500,+977-71-590111,4.6,160,USD,Available,https://www.tigerpalaceresort.com
Dreamland Gold Resort,Bhairahawa,Rupandehi Nepal,27.5100,83.4600,+977-71-590222,4.2,85,USD,Available,https://www.dreamlandgold.com
Pawan International Hotel,Bhairahawa,Rupandehi Nepal,27.5050,83.4530,+977-71-520111,4.0,60,USD,Available,https://www.pawaninternational.com
Hotel Annapurna Manang,Manang,Manang Nepal,28.6667,84.0167,+977-66-440500,4.4,120,USD,Available,https://www.annapurnamanang.com
Tilicho Guest House,Manang,Manang Nepal,28.6670,84.0175,+977-66-440600,4.2,70,USD,Available,https://www.tilichoguesthouse.com
Yak Kharka Lodge,Manang,Annapurna Region Nepal,28.6200,84.0200,+977-66-440700,4.1,60,USD,Available,https://www.yakkharkalodge.com
Thorong Peak Lodge,Manang,Annapurna Circuit Nepal,28.7900,84.1400,+977-66-440800,4.0,55,USD,Available,https://www.thorongpeak.com
Hotel Yak & Yeti Mustang,Mustang,Jomsom Mustang Nepal,28.7800,83.7300,+977-69-440500,4.2,100,USD,Available,https://www.yakandyeti.com
Jomsom Mountain Resort,Mustang,Jomsom Nepal,28.7802,83.7298,+977-69-440900,4.2,95,USD,Available,https://www.jomsomresort.com
Royal Mustang Resort,Mustang,Jomsom Nepal,28.7800,83.7300,+977-69-440500,4.4,140,USD,Available,https://www.royalmustangresort.com
Hotel Om's Home Mustang,Mustang,Jomsom Nepal,28.7805,83.7310,+977-69-440600,4.1,75,USD,Available,https://www.omshome.com
Muktinath Hotel,Muktinath,Muktinath Nepal,28.8205,83.8705,+977-69-440800,4.0,70,USD,Available,https://www.muktinathhotel.com
Mustang Eco Resort,Mustang,Muktinath Nepal,28.8200,83.8700,+977-69-440700,4.3,110,USD,Available,https://www.mustangecoresort.com
Bandipur Heritage Inn,Bandipur,Bandipur Nepal,27.9370,84.4068,+977-65-560500,4.4,95,USD,Available,https://www.bandipurheritageinn.com
The Old Inn Bandipur,Bandipur,Bandipur Nepal,27.9370,84.4065,+977-65-560500,4.5,120,USD,Available,https://www.theoldinnbandipur.com
Bandipur Mountain Resort,Bandipur,Bandipur Nepal,27.9380,84.4070,+977-65-560600,4.2,90,USD,Available,https://www.bandipurresort.com
Gaun Ghar,Bandipur,Bandipur Nepal,27.9365,84.4068,+977-65-560700,4.6,130,USD,Available,https://www.gaunghar.com
Hotel Peaceful Cottage Bandipur,Bandipur,Bandipur Nepal,27.9360,84.4060,+977-65-560400,4.4,85,USD,Available,https://www.peacefulcottagebandipur.com
Dhulikhel Lodge Resort,Dhulikhel,Dhulikhel Kavre Nepal,27.6250,85.5400,+977-11-490700,4.2,80,USD,Available,https://www.dhulikhellodge.com
Dhulikhel Mountain Resort,Dhulikhel,Dhulikhel Nepal,27.6205,85.5450,+977-11-490800,4.4,120,USD,Available,https://www.dhulikhelmountainresort.com
Mirabel Resort,Dhulikhel,Dhulikhel Nepal,27.6215,85.5425,+977-11-490900,4.1,75,USD,Available,https://www.mirabelresort.com
Gaia Holiday Home,Dhulikhel,Dhulikhel Nepal,27.6240,85.5410,+977-11-491000,4.3,70,USD,Available,https://www.gaiaholidayhome.com
Namo Buddha Resort,Dhulikhel,Namo Buddha Kavre Nepal,27.5680,85.6200,+977-11-401200,4.6,130,USD,Available,https://www.namobuddharesort.com
Himalayan Drishya Resort,Dhulikhel,Dhulikhel Nepal,27.6200,85.5455,+977-11-490600,4.5,110,USD,Available,https://www.himalayandrishya.com
The Last Resort,Bhotekoshi,Sindhupalchok Nepal,27.9500,85.9500,+977-1-4700525,4.5,150,USD,Available,https://www.thelastresort.com
Borderlands Eco Adventure Resort,Bhotekoshi,Bhotekoshi Nepal,27.9505,85.9600,+977-1-4433999,4.4,120,USD,Available,https://www.borderland-resorts.com
Summit River Lodge,Bhotekoshi,Balephi Nepal,27.8500,85.7500,+977-1-4425000,4.2,90,USD,Available,https://www.summitriverlodge.com
Hotel Everest View,Syangboche,Everest Region Nepal,27.9600,86.8200,+977-38-540026,4.6,250,USD,Available,https://www.hoteleverestview.com
Yeti Mountain Home,Lukla,Solukhumbu Nepal,27.6870,86.7280,+977-38-540200,4.4,180,USD,Available,https://www.yetimountainhome.com
Mountain Lodges of Nepal,Namche Bazaar,Solukhumbu Nepal,27.8050,86.7100,+977-1-4425000,4.7,220,USD,Available,https://www.mountainlodgesofnepal.com
Hotel Sherwi Khangba,Namche Bazaar,Solukhumbu Nepal,27.8055,86.7130,+977-38-540500,4.3,100,USD,Available,https://www.sherwikhangba.com
Khumbu Resort,Namche Bazaar,Solukhumbu Nepal,27.8060,86.7120,+977-38-540600,4.2,90,USD,Available,https://www.khumburesort.com
Everest Summit Lodge,Namche Bazaar,Everest Region Nepal,27.8065,86.7140,+977-38-540700,4.4,160,USD,Available,https://www.everestsummitlodge.com
Manaslu Mountain Lodge,Gorkha,Manaslu Region Nepal,28.6500,84.6500,+977-64-420700,4.3,100,USD,Available,https://www.manaslumountainlodge.com
Gorkha Gaun Resort,Gorkha,Gorkha Nepal,28.0020,84.6350,+977-64-420600,4.3,90,USD,Available,https://www.gorkhagaunresort.com
Barpak Village Resort,Gorkha,Barpak Nepal,28.2000,84.7500,+977-64-430700,4.5,100,USD,Available,https://www.barpakresort.com
Gorkha Garden Hotel,Gorkha,Gorkha Nepal,27.9980,84.6300,+977-64-420800,4.1,65,USD,Available,https://www.gorkhagardenhotel.com
Hotel Manaslu View,Gorkha,Gorkha Nepal,28.0010,84.6340,+977-64-420900,4.2,75,USD,Available,https://www.manasluviewhotel.com
Hotel Riverside Besisahar,Besisahar,Lamjung Nepal,28.2320,84.3720,+977-66-520400,4.0,60,USD,Available,https://www.riversidebesisahar.com
Lamjung Himalaya View,Lamjung,Lamjung Nepal,28.2400,84.3800,+977-66-520500,4.2,80,USD,Available,https://www.himalayaviewlamjung.com
Annapurna Guest House,Lamjung,Lamjung Nepal,28.2350,84.3750,+977-66-520600,4.1,65,USD,Available,https://www.annapurnaguesthouse.com
Mountain View Lodge,Lamjung,Lamjung Nepal,28.2380,84.3770,+977-66-520700,4.2,70,USD,Available,https://www.mountainviewlodge.com
Hotel Crystal Palace Mountain,Pokhara,Lakeside Pokhara Nepal,28.2120,83.9568,+977-61-465456,4.2,75,USD,Available,https://www.crystalpalacepokhara.com
Hotel Middle Path,Pokhara,Lakeside Pokhara Nepal,28.2100,83.9580,+977-61-465522,4.4,70,USD,Available,https://www.hotelmiddlepath.com
Hotel Sarowar,Pokhara,Lakeside Pokhara Nepal,28.2102,83.9581,+977-61-590123,4.3,85,USD,Available,https://www.hotelsarowar.com
Bar Peepal Resort,Pokhara,Lakeside Pokhara Nepal,28.2118,83.9557,+977-61-467800,4.6,110,USD,Available,https://www.barpeepalresort.com
Waterfront Resort,Pokhara,Lakeside Pokhara Nepal,28.2120,83.9450,+977-61-465162,4.4,95,USD,Available,https://www.waterfrontpokhara.com
Pokhara Grande,Pokhara,Birauta Pokhara Nepal,28.1985,83.9840,+977-61-460560,4.5,120,USD,Available,https://www.pokharagrande.com
Hotel Barahi,Pokhara,Lakeside Pokhara Nepal,28.2097,83.9588,+977-61-460617,4.4,100,USD,Available,https://www.hotelbarahi.com
Temple Tree Resort,Pokhara,Gaurighat Lakeside Nepal,28.2096,83.9595,+977-61-465819,4.6,140,USD,Available,https://www.templetreenepal.com
Fishtail Lodge,Pokhara,Lakeside Pokhara Nepal,28.2145,83.9480,+977-61-465071,4.5,130,USD,Available,https://www.fishtail-lodge.com
Hotel Landmark Pokhara,Pokhara,Lakeside Pokhara Nepal,28.2115,83.9590,+977-61-463720,4.2,80,USD,Available,https://www.hotellandmarkpokhara.com
Hotel Splendid View,Pokhara,Lakeside Pokhara Nepal,28.2130,83.9570,+977-61-466123,4.4,80,USD,Available,https://www.splendidviewpokhara.com
Pokhara Choice Inn,Pokhara,Lakeside Pokhara Nepal,28.2108,83.9592,+977-61-465900,4.2,65,USD,Available,https://www.pokharachoiceinn.com
Mount Kailash Resort,Pokhara,Lakeside Pokhara Nepal,28.2110,83.9565,+977-61-465096,4.3,85,USD,Available,https://www.mountkailashresort.com
Aakash By The Lake,Pokhara,Lakeside Pokhara Nepal,28.2105,83.9560,+977-61-462999,4.1,60,USD,Available,https://www.aakashbythelake.com
Hotel Adam,Pokhara,Lakeside Pokhara Nepal,28.2114,83.9585,+977-61-465422,4.3,70,USD,Available,https://www.hoteladam.com.np
Hotel Orchid Pokhara,Pokhara,Lakeside Pokhara Nepal,28.2105,83.9578,+977-61-464700,4.1,60,USD,Available,https://www.hotelorchidpokhara.com
Glacier Hotel & Spa,Pokhara,Lakeside Pokhara Nepal,28.2100,83.9584,+977-61-462999,4.3,90,USD,Available,https://www.glacierhotelpokhara.com
Hotel City Inn Pokhara,Pokhara,Lakeside Pokhara Nepal,28.2108,83.9594,+977-61-462222,4.0,50,USD,Available,https://www.cityinnpokhara.com
Raniban Retreat,Pokhara,World Peace Pagoda Nepal,28.1970,83.9370,+977-61-460033,4.6,130,USD,Available,https://www.ranibanretreat.com
Begnas Lake Resort,Pokhara,Begnas Lake Nepal,28.1600,84.0900,+977-61-560123,4.6,140,USD,Available,https://www.begnaslakeresort.com
Himalayan Front Hotel,Pokhara,Sedibagar Pokhara Nepal,28.2260,83.9400,+977-61-465600,4.5,100,USD,Available,https://www.himalayanfront.com
Hotel Country Villa,Nagarkot,Nagarkot Nepal,27.7165,85.5175,+977-1-6680120,4.3,100,USD,Available,https://www.hotelcountryvilla.com
Nagarkot Resort,Nagarkot,Nagarkot Nepal,27.7160,85.5180,+977-1-6680011,4.1,70,USD,Available,https://www.nagarkotresort.com
Hotel View Point Nagarkot,Nagarkot,Nagarkot Nepal,27.7168,85.5198,+977-1-6680300,4.3,85,USD,Available,https://www.hotelviewpointnagarkot.com
Peaceful Cottage Nagarkot,Nagarkot,Nagarkot Nepal,27.7172,85.5202,+977-1-6680055,4.2,70,USD,Available,https://www.peacefulcottage.com
Nagarkot Sunshine Hotel,Nagarkot,Nagarkot Nepal,27.7158,85.5210,+977-1-6680222,4.1,65,USD,Available,https://www.nagarkotsunshine.com
Hotel Mystic Mountain,Nagarkot,Nagarkot Nepal,27.7150,85.5300,+977-1-4425000,4.6,150,USD,Available,https://www.mysticmountain.com.np
Club Himalaya,Nagarkot,Nagarkot Nepal,27.7170,85.5205,+977-1-4423900,4.4,120,USD,Available,https://www.clubhimalaya.com
The Fort Resort,Nagarkot,Nagarkot Nepal,27.7167,85.5200,+977-1-6680080,4.5,130,USD,Available,https://www.thefortresort.com
Hotel At The End Of The Universe,Nagarkot,Nagarkot Nepal,27.7175,85.5235,+977-1-6680101,4.4,90,USD,Available,https://www.attheendoftheuniverse.com
Everest Window View Hotel,Nagarkot,Nagarkot Nepal,27.7180,85.5220,+977-1-6680400,4.0,60,USD,Available,https://www.everestwindowview.com
Hotel Annapurna,Kathmandu,Durbar Marg Kathmandu Nepal,27.7110,85.3180,+977-1-4221711,4.3,130,USD,Available,https://www.hotelannapurna.com
Hotel Yak and Yeti,Kathmandu,Durbar Marg Kathmandu Nepal,27.7114,85.3188,+977-1-4248999,4.4,120,USD,Available,https://www.yakandyeti.com
