Place,Latitude,Longitude,District,accidents,landslide,avalanche,flood,earthquake_damage,Hospital,Police,Fire Station,Emergency_Risk,Natural_Disaster_Risk,Tourism_Risk_Index,Risk_Category
Mardi View Point,28.4300,83.9500,Kaski,7,12,8,2,6,0,0,0,100,80,82.0,HIGH
Kori Danda,28.4000,84.1500,Kaski,8,12,5,3,7,0,0,0,100,75,80.0,HIGH
Kapuche Lake,28.4800,84.1500,Kaski,10,15,8,4,8,0,0,0,100,85,85.0,HIGH
Lamjung Himal View,28.3500,84.3500,Lamjung,6,10,4,3,6,5,5,2,65,65,68.0,MEDIUM
Trekking Village Besisahar,28.2300,84.3800,Lamjung,3,5,0,5,4,40,30,10,20,35,40.0,LOW
Khudi Village,28.2800,84.3500,Lamjung,3,6,0,4,5,20,15,5,30,45,45.0,MEDIUM
Ngadi Village,28.3100,84.3700,Lamjung,4,7,2,4,6,15,10,3,40,50,55.0,MEDIUM
Trekking Route Chamje,28.5200,84.3000,Manang,10,15,8,3,8,0,0,0,100,85,85.0,HIGH
Dharapani Village,28.5500,84.2600,Manang,8,12,6,3,7,5,5,2,75,75,75.0,HIGH
Humde Village,28.6500,84.1200,Manang,8,14,10,2,8,0,0,0,100,85,85.0,HIGH
Yak Kharka,28.7000,84.0000,Manang,15,18,15,1,9,0,0,0,100,95,92.0,HIGH
Thorong La Pass,28.7900,84.0000,Manang,20,20,20,0,10,0,0,0,100,100,98.0,HIGH
Muktinath Trek Route,28.8200,83.8700,Mustang,5,8,5,1,5,10,10,3,70,65,68.0,HIGH
Dhumba Lake,28.8000,83.7300,Mustang,3,5,2,2,4,10,10,3,50,45,50.0,MEDIUM
Kali Gandaki Gorge,28.7500,83.6500,Mustang,7,10,5,5,7,5,5,2,75,70,75.0,HIGH
Lete Village Mustang,28.6500,83.6200,Mustang,6,8,5,2,6,5,5,2,70,65,70.0,HIGH
Kobang Village,28.7200,83.6500,Mustang,5,7,4,2,5,5,5,2,65,60,65.0,MEDIUM
Titi Lake,28.7800,83.6000,Mustang,6,10,5,2,6,0,0,0,100,75,78.0,HIGH
Khumjung Village,27.8300,86.7200,Solukhumbu,10,12,10,1,7,0,0,0,100,80,85.0,HIGH
Thame Village,27.9300,86.7000,Solukhumbu,12,15,12,1,8,0,0,0,100,90,88.0,HIGH
Mera Peak Base Camp,27.7000,86.9200,Solukhumbu,18,15,18,1,10,0,0,0,100,100,96.0,HIGH
Island Peak Base Camp,27.9200,86.9300,Solukhumbu,20,18,20,1,10,0,0,0,100,100,98.0,HIGH
Amphu Lapcha Route,27.8500,86.9000,Solukhumbu,20,20,20,0,10,0,0,0,100,100,99.0,HIGH
Panch Pokhari Trail Camp,28.0500,85.6000,Sindhupalchok,10,15,8,4,10,0,0,0,100,90,88.0,HIGH
Jugal Himal Base Area,28.2000,85.9000,Sindhupalchok,15,18,12,2,10,0,0,0,100,95,92.0,HIGH
Helambu Village,28.0500,85.5200,Sindhupalchok,5,8,5,3,6,10,10,5,60,60,65.0,MEDIUM
Panchase Hill,28.2500,83.8500,Kaski,2,5,1,2,4,5,4,1,45,40,42.0,MEDIUM
Kahule Village,28.1800,84.6200,Gorkha,3,8,2,3,6,1,1,0,90,65,75.0,HIGH
Chepe River Area,28.3500,84.7500,Gorkha,2,5,0,7,4,2,2,0,75,55,63.0,MEDIUM
Dordi Valley,28.2800,84.3500,Lamjung,4,10,4,2,6,0,1,0,90,78,83.0,HIGH
Besisahar,28.2300,84.3800,Lamjung,2,3,0,4,3,8,7,2,35,35,35.0,MEDIUM
Khudi Village,28.2500,84.4100,Lamjung,3,6,1,3,5,2,2,0,70,55,61.0,MEDIUM
Taal Village,28.4300,84.4700,Lamjung,5,12,5,8,7,0,1,0,90,90,90.0,HIGH
Ngawal Village,28.6700,84.0200,Manang,6,13,8,2,7,0,0,0,100,90,96.0,HIGH
Manang Village,28.6700,84.0100,Manang,5,12,7,2,8,0,1,0,95,88,91.0,HIGH
Thorong La Pass,28.7900,84.4000,Manang,12,16,15,2,10,0,0,0,100,100,100.0,HIGH
Ice Lake Manang,28.6800,84.0500,Manang,7,14,10,1,8,0,0,0,100,95,98.0,HIGH
Kicho Tal,28.6000,84.1000,Manang,4,10,5,2,6,0,0,0,100,80,92.0,HIGH
Nar Phu Valley,28.7500,84.1500,Manang,8,15,12,2,9,0,0,0,100,98,99.0,HIGH
Pisand Valley,28.7200,84.0300,Manang,4,8,4,2,5,1,1,0,90,70,82.0,HIGH
Kang La Pass,28.7500,84.2000,Manang,9,16,13,1,10,0,0,0,100,100,100.0,HIGH
Tukuche Village,28.7300,83.6200,Mustang,2,5,2,3,4,3,2,1,55,45,49.0,MEDIUM
Kobang Village,28.7700,83.6500,Mustang,3,6,2,4,5,2,2,0,65,55,60.0,MEDIUM
Lete Village,28.6300,83.6000,Mustang,4,8,3,5,6,1,1,0,80,65,71.0,HIGH
Dhampus Mustang,28.6000,83.5500,Mustang,3,7,3,2,5,1,1,0,85,60,70.0,HIGH
Kagbeni Monastery,28.8400,83.7800,Mustang,2,5,1,3,4,2,2,0,70,45,59.0,MEDIUM
Tetang Village,29.0000,83.8500,Mustang,4,10,5,2,7,0,0,0,100,80,88.0,HIGH
Yara Valley,29.1500,83.8500,Mustang,5,13,7,1,8,0,0,0,100,92,96.0,HIGH
Korala Border,29.3000,83.9500,Mustang,3,9,6,1,7,0,0,0,100,80,88.0,HIGH
Lomanthang Palace,29.1800,83.9600,Mustang,1,3,1,1,4,1,1,0,85,40,67.0,HIGH
Mardi View Point,28.5600,84.0000,Kaski,2,6,3,1,4,2,2,0,75,55,63.0,MEDIUM
Kahundanda,28.2400,83.9700,Kaski,1,3,0,3,3,8,5,2,35,30,32.0,MEDIUM
Hemja Village,28.2600,83.9500,Kaski,1,2,0,4,2,15,10,3,20,20,20.0,LOW
Gupteshwor Cave,28.1900,83.9600,Kaski,2,1,0,2,3,20,15,5,15,20,18.0,LOW
Mahendra Cave,28.2700,83.9800,Kaski,1,1,0,2,2,20,15,5,15,15,15.0,LOW
Rupa Lake,28.1500,84.1000,Kaski,2,2,0,8,3,10,8,2,35,35,35.0,MEDIUM
Khaste Lake,28.1600,84.0800,Kaski,1,2,0,7,2,8,5,1,40,30,34.0,MEDIUM
Begnas View Tower,28.1600,84.1200,Kaski,1,3,0,4,3,10,8,2,30,30,30.0,LOW
Lamachaur,28.2600,83.9700,Kaski,1,2,0,3,3,12,8,2,25,25,25.0,LOW
Kaskikot Palace,28.2700,83.8700,Kaski,2,4,0,2,4,5,5,1,45,35,39.0,MEDIUM
Pumdikot Shiva Statue,28.1700,83.9200,Kaski,1,3,0,2,3,10,7,2,30,25,27.0,LOW
Naudanda View Point,28.2700,83.8000,Kaski,2,5,0,2,4,5,4,1,50,40,44.0,MEDIUM
Australian Camp View,28.3000,83.8000,Kaski,2,4,1,1,3,5,3,1,45,40,43.0,MEDIUM
Kushma Bridge,28.2200,83.6900,Parbat,3,3,0,5,4,8,6,2,35,45,39.0,MEDIUM
Gupteshwor Mahadev Cave,28.2000,83.9600,Kaski,1,1,0,1,2,20,15,5,15,10,13.0,LOW
Dhorbarahi Temple,28.2000,84.0000,Tanahun,1,2,0,3,3,8,6,1,35,25,29.0,LOW
Suklagandaki River,28.0500,84.0000,Tanahun,3,2,0,10,3,5,4,1,45,50,48.0,MEDIUM
Tanahun Hydropower Area,28.0500,84.0200,Tanahun,2,5,0,8,4,4,3,1,55,55,55.0,MEDIUM
Chhimkeshwari Temple,27.9500,84.0500,Tanahun,2,4,0,3,4,3,3,1,55,35,43.0,MEDIUM
Muglin River Side,27.8500,84.5500,Chitwan,5,3,0,12,3,10,8,2,35,60,45.0,MEDIUM
Sauraha Elephant Breeding Center,27.5800,84.5000,Chitwan,2,1,0,8,2,12,10,3,25,35,29.0,LOW
20 Thousand Lake,27.6200,84.4500,Chitwan,2,1,0,10,2,8,6,2,35,40,38.0,MEDIUM
Bishazari Lake,27.6000,84.4500,Chitwan,1,0,0,12,2,10,8,2,30,40,34.0,MEDIUM
Bhairav Kunda,28.0100,85.8200,Sindhupalchok,8,15,5,4,10,0,0,0,100,90,88.0,HIGH
Gaurishankar Conservation Area,27.9500,86.4000,Dolakha,14,18,15,3,10,0,0,0,100,95,93.0,HIGH
Rolwaling Valley,27.9000,86.4800,Dolakha,16,20,18,2,10,0,0,0,100,100,97.0,HIGH
Na Village,27.8500,86.5000,Dolakha,12,15,12,2,8,0,0,0,100,90,90.0,HIGH
Simigaun Village,27.9000,86.4200,Dolakha,8,12,8,3,7,0,0,0,100,80,82.0,HIGH
Bigutar Village,27.6500,86.2500,Ramechhap,4,8,3,4,6,20,15,5,40,55,58.0,MEDIUM
Thodung Village,27.6500,86.4500,Ramechhap,6,10,5,3,7,5,5,2,65,70,70.0,HIGH
Khandadevi Temple,27.6500,86.3500,Ramechhap,2,4,0,3,5,30,25,10,20,30,35.0,LOW
Sindhuligadhi,27.2500,85.9500,Sindhuli,3,5,0,6,6,30,25,10,30,40,45.0,MEDIUM
Jungle Safari Route,27.2500,85.9500,Sindhuli,4,3,0,10,3,20,20,5,35,40,45.0,MEDIUM
Marin Village,27.1500,85.6000,Sindhuli,2,4,0,7,5,15,15,5,40,35,40.0,LOW
Thaha Municipality,27.6000,85.1200,Makwanpur,3,6,0,5,5,40,30,10,20,40,45.0,MEDIUM
Daman View Tower,27.6000,85.1200,Makwanpur,2,4,0,4,5,50,40,15,15,30,35.0,LOW
Chisapani Makwanpur,27.5200,85.2000,Makwanpur,5,8,2,5,6,20,15,5,40,55,60.0,MEDIUM
Kulekhani Lake,27.5800,85.1300,Makwanpur,2,3,0,8,4,50,40,10,15,35,38.0,LOW
Markhu Village,27.5800,85.1300,Makwanpur,3,4,0,8,4,40,30,10,20,40,45.0,MEDIUM
Chepang Hill Trail,27.6500,84.9000,Chitwan,6,10,0,8,5,10,10,3,55,60,65.0,MEDIUM
Siraichuli Peak,27.6500,84.8500,Chitwan,7,12,0,5,6,5,5,2,70,65,70.0,HIGH
Devghat Dham,27.9200,84.4100,Tanahun,1,2,0,8,4,50,40,10,10,30,32.0,LOW
Chimkeswari Hill,27.9500,84.1500,Tanahun,3,5,0,5,4,30,25,5,20,35,40.0,MEDIUM
Siddha Cave,27.9300,84.4200,Tanahun,2,3,0,5,4,40,30,10,15,30,35.0,LOW
Rishing Rural Area,27.9000,84.3000,Tanahun,2,4,0,5,5,20,15,5,25,35,40.0,MEDIUM
Madi Valley,27.9500,84.0500,Tanahun,3,5,0,8,4,30,20,5,30,45,48.0,MEDIUM
Gorkha Palace,28.0000,84.6300,Gorkha,2,2,0,4,8,50,40,10,15,40,42.0,MEDIUM
Ligligkot,28.0500,84.5700,Gorkha,3,5,0,4,6,20,20,5,30,45,50.0,MEDIUM
Sirandanda Gorkha,28.1500,84.6000,Gorkha,4,7,2,3,7,10,10,3,55,60,65.0,MEDIUM
Laprak Village,28.2500,84.7000,Gorkha,8,12,5,3,10,5,5,2,70,80,78.0,HIGH
Larpak Trek Route,28.2500,84.7200,Gorkha,10,15,8,2,10,0,0,0,100,85,88.0,HIGH
Nubri Valley,28.6500,84.7500,Gorkha,15,20,12,2,10,0,0,0,100,95,92.0,HIGH
Mu Gompa,28.6500,85.0500,Gorkha,12,18,10,1,9,0,0,0,100,90,90.0,HIGH
Prok Village,28.5800,84.9000,Gorkha,10,15,8,2,9,0,0,0,100,85,86.0,HIGH
Bihi Village,28.6200,84.8500,Gorkha,9,14,7,2,8,0,0,0,100,80,82.0,HIGH
Jagat Village,28.5200,84.6500,Gorkha,7,10,5,3,7,5,5,2,70,70,72.0,HIGH
Chhekampar,28.6500,85.0000,Gorkha,12,18,10,1,9,0,0,0,100,90,90.0,HIGH
Samagaun,28.6500,84.9500,Gorkha,15,20,15,1,10,0,0,0,100,100,96.0,HIGH
Tansen Old Town,27.8700,83.5400,Palpa,1,2,0,3,5,60,50,15,5,20,25.0,LOW
Satyawati Lake,27.9000,83.3000,Gulmi,3,6,0,4,5,20,20,5,30,45,50.0,MEDIUM
Resunga Hill,28.0700,83.2500,Gulmi,2,4,0,3,5,30,25,10,15,30,35.0,LOW
Ruru Kshetra,27.9000,83.4000,Gulmi,1,3,0,6,4,25,20,5,20,35,40.0,MEDIUM
Supadeurali Temple,27.9700,83.1200,Arghakhanchi,2,3,0,3,4,30,25,10,15,25,30.0,LOW
Phedikhola Village,28.0000,83.8000,Syangja,1,3,0,4,3,40,30,10,10,20,25.0,LOW
Sirubari Homestay,28.0500,83.7500,Syangja,1,2,0,3,3,40,30,10,10,20,25.0,LOW
Waling Rural Trail,27.9800,83.7600,Syangja,2,4,0,5,4,30,20,5,20,35,40.0,MEDIUM
Elephant Breeding Center,27.5800,84.4800,Chitwan,2,1,0,8,2,15,10,3,20,35,29.0,LOW
Gharial Conservation Center,27.5800,84.4700,Chitwan,1,0,0,7,1,12,9,2,25,25,25.0,LOW
Devghat Area,27.9300,84.4100,Tanahun,1,1,0,5,3,15,12,3,15,25,21.0,LOW
Maula Kalika Hill,27.7000,84.4200,Nawalpur,2,3,0,4,3,8,6,1,40,35,37.0,MEDIUM
Shashwat Dham,27.6800,84.4300,Nawalpur,0,0,0,3,2,15,12,4,15,10,13.0,LOW
Palpa Srinagar View,27.8700,83.5400,Palpa,1,3,0,2,4,8,6,2,35,30,32.0,MEDIUM
Bhagwati Temple Palpa,27.8600,83.5400,Palpa,1,2,0,2,3,10,8,2,30,25,27.0,LOW
Ranighat Palace,27.8500,83.5400,Palpa,2,4,0,5,4,4,4,1,55,45,49.0,MEDIUM
Satyawati Lake,27.8300,83.6000,Gulmi,3,7,0,4,5,1,2,0,85,55,73.0,HIGH
Resunga Hill,28.0500,83.2500,Gulmi,2,5,0,3,4,5,4,1,55,40,46.0,MEDIUM
Tamghas Bazaar,28.0700,83.2500,Gulmi,1,3,0,3,3,8,6,2,35,30,32.0,MEDIUM
Ruru Kshetra,27.9000,83.7700,Gulmi,2,2,0,5,3,6,5,1,45,35,39.0,MEDIUM
Dhorpatan Valley,28.5000,83.0000,Baglung,6,14,8,3,8,0,1,0,95,90,92.0,HIGH
Baglung Kalika Temple,28.2700,83.5900,Baglung,1,3,0,3,4,8,6,2,35,30,32.0,MEDIUM
Panchakot Dham,28.2300,83.5800,Baglung,1,4,0,2,3,5,5,1,45,35,39.0,MEDIUM
Galeshwor Temple,28.5500,83.6500,Myagdi,2,5,0,5,4,3,3,1,55,45,49.0,MEDIUM
Tatopani Myagdi,28.5400,83.6700,Myagdi,3,8,0,7,5,2,2,0,75,65,69.0,HIGH
Beni Bazaar,28.3400,83.5600,Myagdi,1,3,0,5,3,10,8,2,30,30,30.0,LOW
Narchyang Village,28.5500,83.7000,Myagdi,4,10,3,3,6,0,1,0,90,75,81.0,HIGH
Khopra Ridge,28.4600,83.6300,Myagdi,4,9,5,2,6,0,0,0,100,80,88.0,HIGH
Mohare Danda,28.4300,83.6000,Myagdi,3,8,3,2,5,0,1,0,90,65,75.0,HIGH
Sikles Eco Village,28.3700,84.1200,Kaski,3,7,2,2,5,1,2,0,80,65,71.0,HIGH
Tangting Village,28.3500,84.1500,Kaski,2,5,1,2,4,3,3,1,55,45,49.0,MEDIUM
Lwang Village,28.3500,83.9500,Kaski,2,4,0,3,4,5,4,1,50,40,44.0,MEDIUM
Poon Hill Sunrise Point,28.4000,83.6900,Myagdi,4,8,4,2,5,1,1,0,85,70,76.0,HIGH
Deurali Pass,28.4200,83.7500,Kaski,5,10,6,2,7,0,0,0,100,85,91.0,HIGH
Annapurna View Hotel Area,28.3000,83.8200,Kaski,1,3,0,2,3,8,6,2,35,25,29.0,LOW
Lumbini Museum,27.4700,83.2800,Rupandehi,0,0,0,1,1,20,15,5,10,8,9.0,LOW
Mayadevi Temple,27.4700,83.2750,Rupandehi,0,0,0,2,1,25,20,5,5,10,7.0,LOW
Tilaurakot Palace,27.5700,83.0500,Kapilvastu,1,1,0,3,2,10,8,2,25,15,19.0,LOW
Jagadishpur Wetland,27.5500,83.0500,Kapilvastu,1,0,0,8,2,5,5,1,45,35,41.0,MEDIUM
Bardia Tiger Camp,28.4500,81.3000,Bardiya,4,1,0,15,2,4,4,1,70,55,61.0,MEDIUM
Bardia Visitor Center,28.4500,81.3100,Bardiya,2,1,0,12,2,8,6,2,40,40,40.0,MEDIUM
Thakurdwara Village,28.5300,81.3000,Bardiya,3,1,0,14,2,5,4,1,65,50,56.0,MEDIUM
Karnali Bridge Area,28.9000,81.2500,Kailali,4,0,0,15,2,10,8,2,35,50,41.0,MEDIUM
Tikapur Park,28.5200,81.1300,Kailali,1,0,0,10,1,15,10,3,25,25,25.0,LOW
Ghodaghodi Lake,28.7200,80.9300,Kailali,2,0,0,12,2,8,5,2,40,40,40.0,MEDIUM
Shuklaphanta National Park,28.8500,80.1800,Kanchanpur,3,0,0,14,2,5,5,1,60,50,54.0,MEDIUM
Dodhara Chandani Bridge,28.8500,80.1000,Kanchanpur,1,0,0,10,1,10,8,2,35,30,32.0,MEDIUM
Api Nampa Conservation Area,29.8500,80.6000,Darchula,8,15,10,3,9,0,0,0,100,100,100.0,HIGH
Malikarjun Temple,29.8000,80.5500,Darchula,3,8,3,2,6,0,1,0,90,65,75.0,HIGH
Shaileshwari Temple,29.3000,80.6000,Doti,2,5,0,3,5,3,3,1,60,45,51.0,MEDIUM
Khaptad Lake,29.3500,81.1000,Bajhang,4,10,4,3,7,0,0,0,100,80,88.0,HIGH
Khaptad Baba Ashram,29.3600,81.1100,Bajhang,3,8,2,3,6,0,0,0,100,70,82.0,HIGH
Badimalika Trail,29.1500,81.5000,Bajura,5,12,5,3,8,0,0,0,100,90,96.0,HIGH
Ramaroshan Lake,29.2500,81.3500,Achham,3,9,2,4,6,0,
1,0,90,75,81.0,HIGH
Ramaroshan Area,29.2500,81.3500,Achham,3,9,2,4,6,0,1,0,90,75,81.0,HIGH
Bajrabarahi Temple,29.1200,81.2500,Achham,2,5,0,3,5,2,2,1,65,45,53.0,MEDIUM
Sanphebagar Airport Area,29.2400,81.2200,Achham,1,3,0,5,3,8,6,2,35,35,35.0,MEDIUM
Martadi Bazaar,29.4500,81.4800,Bajura,2,6,0,4,6,1,2,0,85,60,70.0,HIGH
Kolti Village,29.5500,81.6500,Bajura,3,8,1,3,7,0,1,0,90,70,78.0,HIGH
Budhinanda Lake,29.6500,81.5000,Bajura,5,12,4,3,8,0,0,0,100,90,96.0,HIGH
Ramaroshan Trek Route,29.2800,81.4000,Achham,4,10,3,4,7,0,0,0,100,85,92.0,HIGH
Surma Sarovar Lake,29.8000,81.2000,Bajhang,6,14,8,2,9,0,0,0,100,98,99.0,HIGH
Chainpur Bazaar,29.5400,81.2000,Bajhang,2,5,0,3,5,3,3,1,60,45,51.0,MEDIUM
Saipal Base Camp,29.9500,81.3000,Bajhang,8,16,12,2,10,0,0,0,100,100,100.0,HIGH
Jumla Bazaar,29.2700,82.1800,Jumla,2,5,1,3,5,4,4,1,55,45,49.0,MEDIUM
Sinja Valley,29.2500,82.0000,Jumla,5,10,4,3,7,0,1,0,90,80,86.0,HIGH
Chandannath Temple,29.2800,82.1800,Jumla,1,3,0,2,4,8,5,2,35,30,32.0,MEDIUM
Patmara Village,29.4000,82.1000,Jumla,3,8,2,3,6,0,1,0,90,70,78.0,HIGH
Rara National Park Area,29.5200,82.0800,Mugu,6,12,5,5,8,0,0,0,100,90,96.0,HIGH
Murma Village,29.5300,82.0500,Mugu,4,10,3,4,7,0,0,0,100,80,88.0,HIGH
Talcha Airport Area,29.5000,82.1000,Mugu,2,5,1,3,5,2,2,1,65,50,56.0,MEDIUM
Karnali River Rafting,29.0000,81.9000,Kalikot,6,5,0,12,5,1,2,0,85,75,81.0,HIGH
Raskot View Point,29.2000,81.6500,Kalikot,3,9,2,3,7,0,1,0,90,75,81.0,HIGH
Pachal Jharana,29.2500,81.7000,Kalikot,4,10,1,5,6,0,0,0,100,80,88.0,HIGH
Chandannath Hill,29.2800,82.1600,Jumla,2,6,1,2,5,2,2,0,75,55,63.0,MEDIUM
Shey Phoksundo Waterfall,29.2000,82.9500,Dolpa,7,15,8,3,9,0,0,0,100,98,99.0,HIGH
Ringmo Village,29.2200,82.9600,Dolpa,5,12,6,2,8,0,0,0,100,90,96.0,HIGH
Dunai Bazaar,29.0000,82.8200,Dolpa,2,6,1,3,6,1,2,0,85,55,67.0,HIGH
Juphal Airport Area,29.2800,82.1900,Dolpa,3,7,2,2,6,1,1,0,90,65,75.0,HIGH
Dho Tarap Valley,29.3500,83.0000,Dolpa,8,16,10,2,10,0,0,0,100,100,100.0,HIGH
Phoksundo Lake Camp,29.2100,82.9500,Dolpa,6,13,8,2,9,0,0,0,100,95,98.0,HIGH
Kakre Bihar,28.6000,81.6500,Surkhet,1,3,0,4,4,10,8,2,35,30,32.0,MEDIUM
Deuti Bajai Temple,28.6000,81.6300,Surkhet,1,2,0,3,3,15,10,3,25,25,25.0,LOW
Bulbule Lake,28.6100,81.6500,Surkhet,1,1,0,5,2,12,8,2,35,25,29.0,LOW
Gurbhakot Valley,28.5000,81.6500,Surkhet,3,8,0,8,5,3,3,1,65,60,62.0,MEDIUM
Bardiya Karnali Corridor,28.6000,81.2000,Bardiya,4,2,0,12,3,4,5,1,55,55,55.0,MEDIUM
Kankrebihar Forest,28.6000,81.6300,Surkhet,2,3,0,3,4,8,7,2,40,30,34.0,MEDIUM
Kupinde Lake,28.8800,82.1000,Salyan,4,9,1,5,6,1,1,0,85,75,79.0,HIGH
Kumakh Lake,28.9500,82.2000,Salyan,3,7,0,5,5,1,2,0,80,65,71.0,HIGH
Khalanga Salyan,28.3700,82.1800,Salyan,1,4,0,3,4,5,5,1,45,35,39.0,MEDIUM
Swargadwari Temple,28.1300,82.8500,Pyuthan,2,5,0,3,4,8,6,2,35,40,38.0,MEDIUM
Jaljala Hill,28.2500,82.6000,Pyuthan,3,8,1,3,5,1,1,0,90,65,75.0,HIGH
Gaumukhi Area,28.1500,82.7000,Pyuthan,2,7,0,4,5,1,1,0,90,60,72.0,HIGH
Rolpa War Museum Area,28.3000,82.6400,Rolpa,2,6,0,3,5,3,3,1,65,50,56.0,MEDIUM
Jaljala Rolpa,28.3800,82.6500,Rolpa,4,10,2,3,7,0,1,0,90,80,86.0,HIGH
Thawang Village,28.4500,82.5500,Rolpa,5,12,3,2,8,0,0,0,100,90,96.0,HIGH
Libang Bazaar,28.3000,82.6300,Rolpa,1,4,0,3,4,5,5,1,45,35,39.0,MEDIUM
Nuwakot Kakani Trail,27.8000,85.2800,Nuwakot,2,5,0,3,5,50,35,10,15,35,40.0,LOW
Dupcheshwor Rural,27.9200,85.3500,Nuwakot,4,7,0,4,6,20,15,5,35,45,50.0,MEDIUM
Tadi Rural Hills,27.8500,85.2000,Nuwakot,3,5,0,5,5,25,20,5,25,40,45.0,MEDIUM
Rasuwa Dhunche,28.1700,85.3000,Rasuwa,5,8,4,2,8,30,25,5,40,60,65.0,MEDIUM
Gatlang Village,28.2200,85.3500,Rasuwa,8,12,6,2,8,5,5,2,75,80,78.0,HIGH
Briddim Village,28.1800,85.3800,Rasuwa,6,10,5,3,7,5,5,2,65,70,72.0,HIGH
Thuman Village,28.2300,85.4000,Rasuwa,7,12,5,2,8,0,0,0,100,80,82.0,HIGH
Timure Village,28.2600,85.3700,Rasuwa,10,15,8,3,9,5,5,2,80,85,85.0,HIGH
Langtang Village,28.2200,85.5000,Rasuwa,12,15,10,2,10,0,0,0,100,95,92.0,HIGH
Kyanjin Gompa,28.2100,85.5700,Rasuwa,15,18,12,1,10,0,0,0,100,95,95.0,HIGH
Chautara Bazaar,27.7800,85.7200,Sindhupalchok,3,5,0,8,7,30,25,10,30,55,55.0,MEDIUM
Balephi Village,27.9000,85.7500,Sindhupalchok,4,8,0,10,8,20,15,5,45,65,65.0,MEDIUM
Listikot Village,27.9000,85.8500,Sindhupalchok,7,12,4,5,8,5,5,2,70,75,75.0,HIGH
Helambu Sermathang,28.0500,85.5800,Sindhupalchok,5,10,5,3,7,10,10,3,65,70,70.0,HIGH
Melamchi Area,28.1300,85.5700,Sindhupalchok,4,6,0,12,7,30,25,10,35,60,60.0,MEDIUM
Banepa Hills,27.6300,85.5200,Kavre,1,2,0,3,5,70,50,20,5,20,25.0,LOW
Dapcha Village,27.5200,85.6000,Kavre,3,5,0,5,4,30,20,5,20,35,40.0,MEDIUM
Bethanchok Hill,27.5300,85.4500,Kavre,4,8,0,4,6,20,15,5,35,45,50.0,MEDIUM
Panauti Old Town,27.5800,85.5200,Kavre,1,1,0,3,3,70,50,20,5,15,22.0,LOW
Namobuddha Monastery,27.5800,85.5600,Kavre,1,2,0,3,4,60,50,20,5,20,25.0,LOW
Dolalghat River Area,27.6200,85.6000,Kavre,2,2,0,12,4,40,30,10,20,45,45.0,MEDIUM
Hetauda Martyr Memorial,27.4300,85.0300,Makwanpur,1,3,0,8,4,70,50,20,10,30,32.0,LOW
Indrasarowar Lake,27.5700,85.1500,Makwanpur,3,5,0,10,5,30,20,10,30,45,50.0,MEDIUM
Bharatpur Elephant Breeding Area,27.6000,84.4500,Chitwan,3,1,0,12,3,70,50,15,10,45,40.0,MEDIUM
Sauraha Village,27.5800,84.4900,Chitwan,2,1,0,15,3,80,60,20,5,50,40.0,MEDIUM
Devghat Area,27.9200,84.4100,Tanahun,1,2,0,8,4,50,40,10,10,30,32.0,LOW
Bandipur View Point,27.9400,84.4100,Tanahun,2,3,0,4,4,50,40,10,10,30,32.0,LOW
Muglin River Area,27.8500,84.6000,Chitwan,5,8,0,15,5,40,30,10,35,60,60.0,MEDIUM
Manakamana Temple,27.9500,84.5900,Gorkha,2,3,0,4,5,50,40,10,10,25,30.0,LOW
Chepe River Trail,28.0000,84.5000,Gorkha,5,8,0,5,6,15,10,3,45,55,60.0,MEDIUM
Annapurna Village Trail,28.3500,84.2000,Kaski,4,8,3,3,5,10,5,2,60,60,65.0,MEDIUM
Kaskikot Village,28.2600,83.9000,Kaski,2,3,0,4,4,50,40,10,15,25,30.0,LOW
Rupa Lake,28.1300,84.1200,Kaski,1,1,0,10,3,60,40,15,10,35,35.0,LOW
Kahun Danda,28.2400,84.0000,Kaski,1,3,0,3,3,70,50,20,5,20,25.0,LOW
Begnas Rural Trail,28.1500,84.1000,Kaski,2,2,0,8,3,60,40,15,10,30,32.0,LOW
Pumdikot Temple,28.1600,83.9000,Kaski,2,3,0,3,3,60,50,15,10,20,25.0,LOW
Sarangkot Sunrise Point,28.2100,83.9500,Kaski,2,3,0,4,4,70,60,20,10,25,30.0,LOW
Ghandruk Route,28.3700,83.8100,Kaski,3,6,2,3,4,20,15,5,30,45,45.0,MEDIUM
Chhomrong Village,28.5200,83.8200,Kaski,8,10,5,2,6,0,0,0,90,75,80.0,HIGH
Sinuwa Village,28.5200,83.8500,Kaski,7,10,5,3,6,0,0,0,90,75,78.0,HIGH
Machhapuchhre Base Camp,28.5000,83.9500,Kaski,15,15,12,1,8,0,0,0,100,90,90.0,HIGH
Deurali Annapurna Route,28.5400,83.9000,Kaski,12,14,10,1,8,0,0,0,100,85,87.0,HIGH
Dhorpatan Hunting Reserve,28.5100,83.0000,Baglung,6,14,8,3,8,0,0,0,100,95,98.0,HIGH
Tamang Heritage Trail,28.3500,85.3000,Rasuwa,5,11,6,3,7,0,1,0,95,85,89.0,HIGH
Gatlang Village,28.1500,85.2500,Rasuwa,4,10,4,2,6,0,1,0,90,75,81.0,HIGH
Chilime Hydropower Area,28.2000,85.3500,Rasuwa,3,8,2,5,5,1,1,0,85,65,73.0,HIGH
Thuman Village,28.1700,85.1800,Rasuwa,5,12,5,2,7,0,0,0,100,85,91.0,HIGH
Briddim Village,28.2300,85.3000,Rasuwa,3,8,3,2,5,1,1,0,85,65,73.0,HIGH
